	cell_type	gene
2535	Erythroid-like and erythroid precursor cells	KLF1
2536	Erythroid-like and erythroid precursor cells	TSPAN33
2537	Erythroid-like and erythroid precursor cells	EPB42
2538	Erythroid-like and erythroid precursor cells	CD44
2539	Erythroid-like and erythroid precursor cells	CD47
2540	Erythroid-like and erythroid precursor cells	CD55
2541	Erythroid-like and erythroid precursor cells	EDRF1
2542	Erythroid-like and erythroid precursor cells	EPB41L2
2543	Erythroid-like and erythroid precursor cells	GYPC
2544	Erythroid-like and erythroid precursor cells	KEL
2545	Erythroid-like and erythroid precursor cells	RHAG
2546	Erythroid-like and erythroid precursor cells	THRB
2547	Erythroid-like and erythroid precursor cells	UROD
2548	Erythroid-like and erythroid precursor cells	UROS
2549	Erythroid-like and erythroid precursor cells	SNCA
2550	Fibroblasts	IL1R1
2551	Fibroblasts	FAP
2552	Fibroblasts	FLI1
2553	Fibroblasts	CELA1
2554	Fibroblasts	LOX
2555	Fibroblasts	PDGFRB
2556	Fibroblasts	P4HA1
2557	Fibroblasts	UCP2
2558	Fibroblasts	CCR2
2559	Fibroblasts	ITGAL
2560	Fibroblasts	FGR
2561	Fibroblasts	HCK
2562	Fibroblasts	TNFRSF1B
2563	Fibroblasts	PRKCD
2564	Fibroblasts	ENO3
2565	Fibroblasts	ABI3
2566	Fibroblasts	TREML4
2567	Fibroblasts	PIP4K2A
2568	Fibroblasts	CD300E
2569	Fibroblasts	SERPINB10
2570	Fibroblasts	CTHRC1
2571	Fibroblasts	TBX18
2572	Fibroblasts	COL15A1
2573	Fibroblasts	GJB2
2574	Fibroblasts	IL34
2575	Fibroblasts	EDN3
2576	Fibroblasts	SLC6A13
2577	Fibroblasts	VTN
2578	Fibroblasts	ITIH5
2579	Fibroblasts	LUM
2580	Fibroblasts	DPT
2581	Fibroblasts	POSTN
2582	Fibroblasts	PENK
2583	Fibroblasts	MMP14
2584	Fibroblasts	COL6A2
2585	Fibroblasts	FABP4
2586	Fibroblasts	ASPN
2587	Fibroblasts	ANGPTL2
2588	Fibroblasts	EFEMP1
2589	Fibroblasts	SCARA5
2590	Fibroblasts	IGFBP3
2591	Fibroblasts	COPZ2
2592	Fibroblasts	DPEP1
2593	Fibroblasts	ADAMTS5
2594	Fibroblasts	COL5A1
2595	Fibroblasts	CD248
2596	Fibroblasts	PI16
2597	Fibroblasts	PAMR1
2598	Fibroblasts	TNXB
2599	Fibroblasts	MMP2
2600	Fibroblasts	COL14A1
2601	Fibroblasts	CLEC3B
2602	Fibroblasts	IGFBP6
2603	Fibroblasts	COL5A2
2604	Fibroblasts	FBN1
2605	Fibroblasts	MFAP5
2606	Fibroblasts	FKBP10
2607	Fibroblasts	PALLD
2608	Fibroblasts	WIF1
2609	Fibroblasts	SNHG18
2610	Fibroblasts	CDH11
2611	Fibroblasts	PTCH1
2612	Fibroblasts	ARAP1
2613	Fibroblasts	FBLN2
2614	Fibroblasts	IGF1
2615	Fibroblasts	PRRX1
2616	Fibroblasts	FKBP7
2617	Fibroblasts	OAF
2618	Fibroblasts	COL6A3
2619	Fibroblasts	CTSK
2620	Fibroblasts	DKK1
2621	Fibroblasts	C1S
2622	Fibroblasts	RARRES2
2623	Fibroblasts	GREM1
2624	Fibroblasts	SPON2
2625	Fibroblasts	TCF21
2626	Fibroblasts	PCSK6
2627	Fibroblasts	COL8A1
2628	Fibroblasts	ENTPD2
2629	Fibroblasts	CXCL8
2630	Fibroblasts	CXCL3
2631	Fibroblasts	IL6
2632	Fibroblasts	CYP1B1
2633	Fibroblasts	COL13A1
2634	Fibroblasts	ADAMTS10
2635	Fibroblasts	CCL11
2636	Fibroblasts	ADAM33
2637	Fibroblasts	COL4A3
2638	Fibroblasts	COL4A4
2639	Fibroblasts	LAMA2
2640	Fibroblasts	ACKR3
2641	Fibroblasts	CD55
2642	Fibroblasts	FBLN7
2643	Fibroblasts	FIBIN
2644	Fibroblasts	THBS2
2645	Fibroblasts	NOV
2646	Fibroblasts	PTX3
2647	Fibroblasts	MMP3
2648	Fibroblasts	LRRK1
2649	Fibroblasts	HGF
2650	Fibroblasts	FRZB
2651	Fibroblasts	COL12A1
2652	Fibroblasts	COL7A1
2653	Fibroblasts	MEOX1
2654	Fibroblasts	PRG4
2655	Fibroblasts	PKD2
2656	Fibroblasts	CCL19
2657	Fibroblasts	NNMT
2658	Fibroblasts	FOXF1
2659	Fibroblasts	HAS1
2660	Fibroblasts	CTGF
2661	Fibroblasts	ERCC1
2662	Fibroblasts	WISP1
2663	Fibroblasts	TWIST2
2664	Fibroblasts	RIPK3
2665	Fibroblasts	DDR2
2666	Fibroblasts	ELN
2667	Fibroblasts	FN1
2668	Fibroblasts	HHIP
2669	Fibroblasts	FMO2
2670	Fibroblasts	COL1A2
2671	Fibroblasts	COL3A1
2672	Fibroblasts	VIM
2673	Fibroblasts	FSTL1
2674	Fibroblasts	GSN
2675	Fibroblasts	SPARC
2676	Fibroblasts	S100A4
2677	Fibroblasts	NT5E
2678	Fibroblasts	COL1A1
2679	Fibroblasts	MGP
2680	Fibroblasts	NOX4
2681	Fibroblasts	THY1
2682	Fibroblasts	CD40
2683	Fibroblasts	SERPINH1
2684	Fibroblasts	CD44
2685	Fibroblasts	PDGFRA
2686	Fibroblasts	EN1
2687	Fibroblasts	DCN
2688	Fibroblasts	CEBPB
2689	Fibroblasts	EGR1
2690	Fibroblasts	FOSB
2691	Fibroblasts	FOSL2
2692	Fibroblasts	HIF1A
2693	Fibroblasts	KLF2
2694	Fibroblasts	KLF4
2695	Fibroblasts	KLF6
2696	Fibroblasts	KLF9
2697	Fibroblasts	NFAT5
2698	Fibroblasts	NFATC1
2699	Fibroblasts	NFKB1
2700	Fibroblasts	NR4A1
2701	Fibroblasts	NR4A2
2702	Fibroblasts	PBX1
2703	Fibroblasts	RUNX1
2704	Fibroblasts	STAT3
2705	Fibroblasts	TCF4
2706	Fibroblasts	ZEB2
2707	Fibroblasts	LAMC1
2708	Fibroblasts	MEDAG
2709	Fibroblasts	LAMB1
2710	Fibroblasts	DKK3
2711	Fibroblasts	TBX20
2712	Fibroblasts	MDK
2713	Fibroblasts	GSTM5
2714	Fibroblasts	NGF
2715	Fibroblasts	VEGFA
2716	Fibroblasts	FGF2
2717	Fibroblasts	P4HTM
2718	Fibroblasts	CKAP4
2719	Fibroblasts	INMT
2720	Fibroblasts	CXCL14
2721	Follicular cells	TTF1
2722	Follicular cells	SLC6A4
2723	Follicular cells	KCNIP3
2724	Follicular cells	TSHR
2725	Follicular cells	TG
2726	Follicular cells	IYD
2727	Follicular cells	ASGR1
2728	Follicular cells	PRLR
2729	Follicular cells	TPO
2730	Follicular cells	DIO1
2731	Follicular cells	SLC26A7
2732	Follicular cells	CDH16
2733	Follicular cells	SLC16A11
2734	Follicular cells	FOXE1
2735	Foveolar cells	MUC1
2736	Foveolar cells	ANXA10
2737	Foveolar cells	MUC5AC
2738	Foveolar cells	TFF1
2739	Foveolar cells	FOXQ1
2740	Foveolar cells	SULT1C2
2741	Foveolar cells	PTGR1
2742	Foveolar cells	PLA2G1B
2743	Foveolar cells	CLPS
2744	Foveolar cells	GSTA1
2745	Foveolar cells	PGC
2746	Foveolar cells	TFF2
2747	Foveolar cells	LGALS2
2748	Foveolar cells	PSCA
2749	Foveolar cells	GKN2
2750	Foveolar cells	GKN1
2751	Foveolar cells	CLDN18
2752	Foveolar cells	KRT20
2753	Foveolar cells	LGALS4
2754	Foveolar cells	AKR1B10
2755	Foveolar cells	IL33
2756	GABAergic neurons	SLC6A1
2757	GABAergic neurons	GABBR2
2758	GABAergic neurons	GAD1
2759	GABAergic neurons	GADD45B
2760	GABAergic neurons	PAX2
2761	GABAergic neurons	SLC32A1
2762	GABAergic neurons	GAD2
2763	GABAergic neurons	VIP
2764	GABAergic neurons	SST
2765	GABAergic neurons	PVALB
2766	GABAergic neurons	TNFAIP8L3
2767	GABAergic neurons	SEMA3C
2768	GABAergic neurons	MYBPC1
2769	GABAergic neurons	PARM1
2770	GABAergic neurons	DLX1
2771	Gamma (PP) cells	PPY
2772	Gamma (PP) cells	SCGN
2773	Gamma (PP) cells	FXYD2
2774	Gamma (PP) cells	SCGB2A1
2775	Gamma (PP) cells	GPC5-AS1
2776	Gamma (PP) cells	CMTM8
2777	Gamma (PP) cells	ARX
2778	Gamma (PP) cells	ETV1
2779	Gamma (PP) cells	PPY2P
2780	Gamma (PP) cells	PXK
2781	Gamma (PP) cells	SERTM1
2782	Gamma (PP) cells	SLITRK6
2783	Gamma (PP) cells	SEMA3E
2784	Gamma (PP) cells	APOBEC2
2785	Gamma (PP) cells	ABCC9
2786	Gamma (PP) cells	NEUROD1
2787	Gamma (PP) cells	PAX6
2788	Gamma (PP) cells	ISL1
2789	Gamma (PP) cells	CARTPT
2790	Gamma (PP) cells	THSD7A
2791	Gamma (PP) cells	AQP3
2792	Gamma (PP) cells	ENTPD2
2793	Gamma (PP) cells	PTGFR
2794	Gamma (PP) cells	CHN2
2795	Gamma (PP) cells	EGR3
2796	Gamma (PP) cells	LMO3
2797	Gamma (PP) cells	MEIS1
2798	Gamma (PP) cells	ZNF503
2799	Gamma (PP) cells	FGB
2800	Gamma delta T cells	GNLY
2801	Gamma delta T cells	PTGDS
2802	Gamma delta T cells	GZMB
2803	Gamma delta T cells	S100B
2804	Gamma delta T cells	FGFBP2
2805	Gamma delta T cells	NKG7
2806	Gamma delta T cells	PRF1
2807	Gamma delta T cells	KLRF1
2808	Gamma delta T cells	HOPX
2809	Gamma delta T cells	CST7
2810	Gamma delta T cells	KLRD1
2811	Gamma delta T cells	CTSW
2812	Gamma delta T cells	SPON2
2813	Gamma delta T cells	IFITM1
2814	Gamma delta T cells	GZMA
2815	Gamma delta T cells	CD247
2816	Gamma delta T cells	CLIC3
2817	Gamma delta T cells	CD7
2818	Gamma delta T cells	ADGRG1
2819	Gamma delta T cells	CCL5
2820	Gamma delta T cells	TRDC
2821	Gamma delta T cells	STMN1
2822	Gamma delta T cells	HMGB2
2823	Gamma delta T cells	TYMS
2824	Gamma delta T cells	MKI67
2825	Gamma delta T cells	UBE2C
2826	Gamma delta T cells	TUBA1B
2827	Gamma delta T cells	ASPM
2828	Gamma delta T cells	CENPA
2829	Gamma delta T cells	TOP2A
2830	Gamma delta T cells	PCNA
2831	Gamma delta T cells	AURKB
2832	Gamma delta T cells	BIRC5
2833	Gamma delta T cells	NUSAP1
2834	Gamma delta T cells	TROAP
2835	Gamma delta T cells	TUBB
2836	Gamma delta T cells	H2AFX
2837	Gamma delta T cells	CENPF
2838	Gamma delta T cells	CCNB1
2839	Gamma delta T cells	H2AFZ
2840	Gamma delta T cells	TRGV2
2841	Gamma delta T cells	TRGV10
2842	Gamma delta T cells	TRGV11
2843	Gamma delta T cells	TRGV1
2844	Gamma delta T cells	TRGV3
2845	Gamma delta T cells	TRGV4
2846	Gamma delta T cells	TRGV5
2847	Gamma delta T cells	TRGV8
2848	Gamma delta T cells	TRGV9
2849	Gamma delta T cells	TRGJ1
2850	Gamma delta T cells	TRGJ2
2851	Gamma delta T cells	TRGJP1
2852	Gamma delta T cells	TRGJP2
2853	Gamma delta T cells	TRGJP
2854	Gamma delta T cells	TRGC1
2855	Gamma delta T cells	TRGC2
2856	Gamma delta T cells	TRDD1
2857	Gamma delta T cells	TRDD2
2858	Gamma delta T cells	TRDD3
2859	Gamma delta T cells	TRDJ1
2860	Gamma delta T cells	TRDJ2
2861	Gamma delta T cells	TRDJ3
2862	Gamma delta T cells	TRDJ4
2863	Gamma delta T cells	TRDV1
2864	Gamma delta T cells	TRDV2
2865	Gamma delta T cells	TRDV3
2866	Gastric chief cells	ANPEP
2867	Gastric chief cells	BHLHA15
2868	Gastric chief cells	RAB3D
2869	Gastric chief cells	LEP
2870	Gastric chief cells	LGR5
2871	Gastric chief cells	KCNQ1
2872	Gastric chief cells	EGFR
2873	Gastric chief cells	PRKCZ
2874	Gastric chief cells	CHIA
2875	Gastric chief cells	CHRM3
2876	Germ cells	EGFR
2877	Germ cells	POU5F1
2878	Germ cells	TFAP2C
2879	Germ cells	DAZL
2880	Germ cells	MAGEA4
2881	Germ cells	DDX4
2882	Germ cells	ZAR1
2883	Germ cells	TESMIN
2884	Germ cells	TEX101
2885	Germ cells	GCNA
2886	Germ cells	PRM1
2887	Germ cells	TNP2
2888	Germ cells	FABP9
2889	Germ cells	ODF2
2890	Germ cells	CRISP2
2891	Germ cells	TCP11
2892	Germ cells	GGNBP1
2893	Germ cells	PHF7
2894	Germ cells	CREB5
2895	Germ cells	SLFNL1
2896	Germ cells	COX7B2
2897	Germ cells	KIF2B
2898	Germ cells	CCDC30
2899	Germ cells	LRRC57
2900	Germ cells	BCL2L14
2901	Germ cells	AQP11
2902	Germ cells	TEX35
2903	Germ cells	SPINK2
2904	Germ cells	TSSK3
2905	Germ cells	CREB3L4
2906	Germ cells	TSACC
2907	Germ cells	SPATA46
2908	Germ cells	TEKT1
2909	Germ cells	MORN5
2910	Germ cells	OTUB2
2911	Germ cells	TSKS
2912	Germ cells	H2AFB1
2913	Germ cells	ATL3
2914	Germ cells	DMRTB1
2915	Germ cells	TMCO2
2916	Germ cells	FHL5
2917	Germ cells	MS4A5
2918	Germ cells	CST8
2919	Germ cells	TMEM247
2920	Germ cells	GALNTL5
2921	Germ cells	OSBP2
2922	Germ cells	MARCH11
2923	Germ cells	TEX33
2924	Germ cells	SPATA20
2925	Germ cells	CDRT4
2926	Germ cells	SPATA18
2927	Germ cells	LRRC18
2928	Germ cells	SCP2D1
2929	Germ cells	IQCF1
2930	Germ cells	PGK2
2931	Germ cells	TULP2
2932	Germ cells	CCDC54
2933	Germ cells	AKAP4
2934	Germ cells	GTSF1
2935	Germ cells	PPP3R2
2936	Germ cells	TPPP2
2937	Germ cells	LELP1
2938	Germ cells	SPERT
2939	Germ cells	CATSPERZ
2940	Germ cells	MAEL
2941	Germ cells	PGAM2
2942	Germ cells	TMEM53
2943	Germ cells	ACTRT2
2944	Germ cells	ROPN1
2945	Germ cells	RNF151
2946	Germ cells	IQCF3
2947	Germ cells	CABS1
2948	Germ cells	CCDC91
2949	Germ cells	SPATA3
2950	Germ cells	LRRC46
2951	Germ cells	PDCL2
2952	Germ cells	H1FNT
2953	Germ cells	TSSK6
2954	Germ cells	COX8C
2955	Germ cells	CETN1
2956	Germ cells	SPATA19
2957	Germ cells	TSSK2
2958	Germ cells	ZNRF4
2959	Germ cells	SPATA24
2960	Germ cells	SPATA4
2961	Germ cells	FAM71E1
2962	Germ cells	FAM229A
2963	Germ cells	HILS1
2964	Germ cells	HRASLS5
2965	Germ cells	GAPDHS
2966	Germ cells	HSPB9
2967	Germ cells	SPATA33
2968	Germ cells	SPZ1
2969	Germ cells	PRM3
2970	Germ cells	RBAKDN
2971	Germ cells	DNAJB3
2972	Germ cells	HMGB4
2973	Germ cells	ROPN1L
2974	Germ cells	GSG1
2975	Germ cells	TNP1
2976	Germ cells	SMCP
2977	Germ cells	LDHC
2978	Germ cells	PRM2
2979	Germ cells	DNAAF1
2980	Germ cells	ACYP1
2981	Germ cells	SORD
2982	Germ cells	DKKL1
2983	Germ cells	RSPH1
2984	Germ cells	COX6B2
2985	Germ cells	MLF1
2986	Germ cells	SMIM24
2987	Germ cells	SPA17
2988	Germ cells	MEIG1
2989	Germ cells	FKBP6
2990	Germ cells	TAF7L
2991	Germ cells	SYCP1
2992	Germ cells	SOHLH1
2993	Germ cells	SLC25A31
2994	Germ cells	PHF13
2995	Germ cells	EGR4
2996	Germ cells	SMC1B
2997	Germ cells	TEX15
2998	Germ cells	MOV10L1
2999	Germ cells	WDR5
3000	Germ cells	DMRT1
3001	Germ cells	STRA8
3002	Germ cells	ZMYND19
3003	Germ cells	MDN1
3004	Germ cells	PIWIL2
3005	Germ cells	NR6A1
3006	Germ cells	RSBN1L
3007	Germ cells	DYNLT1
3008	Germ cells	PARN
3009	Germ cells	MKI67
3010	Germ cells	CHEK1
3011	Germ cells	BRCA1
3012	Germ cells	DMC1
3013	Germ cells	MRPL14
3014	Germ cells	MLH3
3015	Germ cells	SPAG6
3016	Germ cells	ZPBP2
3017	Germ cells	DNAH6
3018	Germ cells	CAMK4
3019	Germ cells	CREM
3020	Germ cells	MYO1D
3021	Germ cells	HOOK1
3022	Germ cells	SPATA12
3023	Glomus cells	DRD2
3024	Glomus cells	NOS1
3025	Glomus cells	PHOX2B
3026	Glomus cells	TH
3027	Glomus cells	HMOX2
3028	Glomus cells	NDUFA4L2
3029	Glomus cells	COX4I2
3030	Glomus cells	IL1R1
3031	Glomus cells	TNFRSF1A
3032	Glomus cells	CTH
3033	Glomus cells	CBS
3034	Glomus cells	GJA1
3035	Glomus cells	KCNK3
3036	Glomus cells	ASIC1
3037	Glomus cells	ASIC3
3038	Glomus cells	CALD1
3039	Glomus cells	COL4A1
3040	Glomus cells	VIM
3041	Glomus cells	EPAS1
3042	Glomus cells	GFRA1
3043	Glomus cells	GFRA2
3044	Glomus cells	GAP43
3045	Glomus cells	MMP9
3046	Glomus cells	IL6ST
3047	Glomus cells	KCNJ11
3048	Glomus cells	KCNJ8
3049	Glomus cells	ABCC8
3050	Glomus cells	KCNK9
3051	Glutaminergic neurons	SLC17A7
3052	Glutaminergic neurons	SLC17A6
3053	Glutaminergic neurons	GRIN1
3054	Glutaminergic neurons	GRIN2B
3055	Glutaminergic neurons	GLS
3056	Glutaminergic neurons	MEIS2
3057	Glutaminergic neurons	SLC17A8
3058	Glutaminergic neurons	SLC1A1
3059	Glutaminergic neurons	SLC1A2
3060	Glutaminergic neurons	SLC1A6
3061	Glycinergic neurons	SLC6A9
3062	Glycinergic neurons	SLC32A1
3063	Goblet cells	CREB3L1
3064	Goblet cells	NLRP6
3065	Goblet cells	MUC5AC
3066	Goblet cells	MUC2
3067	Goblet cells	SLC9A8
3068	Goblet cells	OTOGL
3069	Goblet cells	ITLN1
3070	Goblet cells	AQP3
3071	Goblet cells	CDON
3072	Goblet cells	MUC4
3073	Goblet cells	MUC5B
3074	Goblet cells	TMEM207
3075	Goblet cells	TFF3
3076	Goblet cells	AGR2
3077	Goblet cells	CDX2
3078	Goblet cells	KRT7
3079	Goblet cells	KRT20
3080	Goblet cells	GUCA2A
3081	Goblet cells	PHGR1
3082	Goblet cells	MUC13
3083	Goblet cells	FCGBP
3084	Goblet cells	CLCA1
3085	Goblet cells	ZG16
3086	Goblet cells	TPSG1
3087	Goblet cells	GALNT12
3088	Goblet cells	ATOH1
3089	Goblet cells	REP15
3090	Goblet cells	PDIA5
3091	Goblet cells	PLA2G10
3092	Goblet cells	KLK1
3093	Goblet cells	SPDEF
3094	Goblet cells	LRRC26
3095	Goblet cells	BACE2
3096	Goblet cells	MANF
3097	Goblet cells	SPINK4
3098	Granulosa cells	AMH
3099	Granulosa cells	MCAM
3100	Granulosa cells	BOK
3101	Granulosa cells	ADAMTS1
3102	Granulosa cells	LOX
3103	Granulosa cells	FHL1
3104	Granulosa cells	INHA
3105	Granulosa cells	HSD3B1
3106	Granulosa cells	HTRA1
3107	Granulosa cells	GAPDH
3108	Granulosa cells	TNNI3
3109	Granulosa cells	HSD17B1
3110	Granulosa cells	HJURP
3111	Granulosa cells	FSHR
3112	Granulosa cells	FOXL2
3113	Granulosa cells	CYP19A1
3114	Hemangioblasts	ETV2
3115	Hemangioblasts	T
3116	Hemangioblasts	TAL1
3117	Hematopoietic stem cells	THY1
3118	Hematopoietic stem cells	MPL
3119	Hematopoietic stem cells	KIT
3120	Hematopoietic stem cells	PROM1
3121	Hematopoietic stem cells	FLT3
3122	Hematopoietic stem cells	SLAMF1
3123	Hematopoietic stem cells	CXCR4
3124	Hematopoietic stem cells	TEK
3125	Hematopoietic stem cells	ABCB1
3126	Hematopoietic stem cells	ABCG2
3127	Hematopoietic stem cells	BAALC
3128	Hematopoietic stem cells	SPN
3129	Hematopoietic stem cells	CDCP1
3130	Hematopoietic stem cells	MYADM
3131	Hematopoietic stem cells	KITLG
3132	Hematopoietic stem cells	TGFB2
3133	Hematopoietic stem cells	PTPRE
3134	Hematopoietic stem cells	TAF7
3135	Hematopoietic stem cells	GATA2
3136	Hematopoietic stem cells	GPR171
3137	Hematopoietic stem cells	ANGPT1
3138	Hematopoietic stem cells	PROCR
3139	Hematopoietic stem cells	NFE2
3140	Hematopoietic stem cells	NKX2-3
3141	Hematopoietic stem cells	HHEX
3142	Hematopoietic stem cells	MEIS1
3143	Hematopoietic stem cells	LYL1
3144	Hematopoietic stem cells	ELF1
3145	Hematopoietic stem cells	HLF
3146	Hematopoietic stem cells	RGS18
3147	Hematopoietic stem cells	MYCT1
3148	Hematopoietic stem cells	ADGRG1
3149	Hematopoietic stem cells	DNMT3B
3150	Hematopoietic stem cells	MYCN
3151	Hematopoietic stem cells	ARID3A
3152	Hematopoietic stem cells	ITGA2B
3153	Hematopoietic stem cells	GATA3
3154	Hematopoietic stem cells	ROBO4
3155	Hematopoietic stem cells	PITX2
3156	Hematopoietic stem cells	TXNIP
3157	Hematopoietic stem cells	RUNX1
3158	Hematopoietic stem cells	PTPRS
3159	Hematopoietic stem cells	PTPRC
3160	Hematopoietic stem cells	CD44
3161	Hematopoietic stem cells	GFI1
3162	Hematopoietic stem cells	CD48
3163	Hematopoietic stem cells	HMGB3
3164	Hematopoietic stem cells	TLR2
3165	Hematopoietic stem cells	APC
3166	Hematopoietic stem cells	GNL3
3167	Hematopoietic stem cells	MGST1
3168	Hematopoietic stem cells	G0S2
3169	Hematopoietic stem cells	PRNP
3170	Hematopoietic stem cells	CD34
3171	Hematopoietic stem cells	BMI1
3172	Hematopoietic stem cells	CD59
3173	Hematopoietic stem cells	ITGA4
3174	Hematopoietic stem cells	ANPEP
3175	Hematopoietic stem cells	CD33
3176	Hematopoietic stem cells	IL3RA
3177	Hematopoietic stem cells	HLX
3178	Hematopoietic stem cells	NKX3-1
3179	Hematopoietic stem cells	THSD1
3180	Hematopoietic stem cells	NCOR2
3181	Hematopoietic stem cells	EGR1
3182	Hematopoietic stem cells	FGD5
3183	Hematopoietic stem cells	MECOM
3184	Hematopoietic stem cells	CTNNAL1
3185	Hematopoietic stem cells	VWF
3186	Hematopoietic stem cells	PBX2
3187	Hematopoietic stem cells	TAL1
3188	Hematopoietic stem cells	ERG
3189	Hematopoietic stem cells	NEO1
3190	Hematopoietic stem cells	EGR3
3191	Hematopoietic stem cells	MAFF
3192	Hematopoietic stem cells	ITGA6
3193	Hematopoietic stem cells	GJB1
3194	Hematopoietic stem cells	CDH2
3195	Hematopoietic stem cells	ALDH1A1
3196	Hematopoietic stem cells	GFI1B
3197	Hematopoietic stem cells	NOTCH1
3198	Hematopoietic stem cells	NOTCH2
3199	Hematopoietic stem cells	PLXDC2
3200	Hematopoietic stem cells	ESAM
3201	Hematopoietic stem cells	ACE
3202	Hematopoietic stem cells	TRPC6
3203	Hematopoietic stem cells	HOXB5
3204	Hematopoietic stem cells	TET2
3205	Hepatic stellate cells	ADAMTS13
3206	Hepatic stellate cells	CYGB
3207	Hepatic stellate cells	PPARG
3208	Hepatic stellate cells	PDGFRA
3209	Hepatic stellate cells	RGS5
3210	Hepatic stellate cells	PPARA
3211	Hepatic stellate cells	FOXF1
3212	Hepatic stellate cells	ALB
3213	Hepatic stellate cells	NR1H4
3214	Hepatic stellate cells	CTGF
3215	Hepatic stellate cells	SEMA7A
3216	Hepatic stellate cells	AGTR1
3217	Hepatic stellate cells	PNPLA3
3218	Hepatic stellate cells	WT1
3219	Hepatic stellate cells	FGF10
3220	Hepatic stellate cells	GFAP
3221	Hepatic stellate cells	NGFR
3222	Hepatic stellate cells	VEGFA
3223	Hepatic stellate cells	ACTA2
3224	Hepatic stellate cells	MYB
3225	Hepatic stellate cells	DES
3226	Hepatic stellate cells	FAP
3227	Hepatic stellate cells	SLC8A1
3228	Hepatic stellate cells	RELN
3229	Hepatic stellate cells	SYP
3230	Hepatic stellate cells	VCL
3231	Hepatic stellate cells	TIMP1
3232	Hepatic stellate cells	COL1A1
3233	Hepatic stellate cells	TAGLN
3234	Hepatic stellate cells	COL1A2
3235	Hepatic stellate cells	COL3A1
3236	Hepatic stellate cells	SPARC
3237	Hepatic stellate cells	RBP1
3238	Hepatic stellate cells	DCN
3239	Hepatic stellate cells	MYL9
3240	Hepatic stellate cells	TPM2
3241	Hepatic stellate cells	MEG3
3242	Hepatic stellate cells	BGN
3243	Hepatic stellate cells	IGFBP7
3244	Hepatic stellate cells	IGFBP3
3245	Hepatic stellate cells	CYR61
3246	Hepatic stellate cells	OLFML3
3247	Hepatic stellate cells	IGFBP6
3248	Hepatic stellate cells	CCL2
3249	Hepatic stellate cells	COLEC11
3250	Hepatic stellate cells	HGF
3251	Hepatoblasts	AFP
3252	Hepatoblasts	ALB
3253	Hepatoblasts	CEBPA
3254	Hepatoblasts	KRT14
3255	Hepatoblasts	DLK1
3256	Hepatoblasts	CDH1
3257	Hepatoblasts	FOXM1
3258	Hepatoblasts	GGT1
3259	Hepatoblasts	HNF4A
3260	Hepatoblasts	PROX1
3261	Hepatoblasts	MAP2K4
3262	Hepatoblasts	SMAD5
3263	Hepatoblasts	KRT18
3264	Hepatoblasts	KRT8
3265	Hepatoblasts	HNF1B
3266	Hepatoblasts	HHEX
3267	Hepatoblasts	MET
3268	Hepatocytes	FOSL1
3269	Hepatocytes	EPPK1
3270	Hepatocytes	UCP2
3271	Hepatocytes	GCK
3272	Hepatocytes	LRP5
3273	Hepatocytes	SLC10A1
3274	Hepatocytes	NOS2
3275	Hepatocytes	ATP7B
3276	Hepatocytes	HNF4A
3277	Hepatocytes	GJB2
3278	Hepatocytes	FGFR4
3279	Hepatocytes	PROX1
3280	Hepatocytes	CRP
3281	Hepatocytes	GRP
3282	Hepatocytes	SLC2A2
3283	Hepatocytes	TFR2
3284	Hepatocytes	KIF13B
3285	Hepatocytes	LIPC
3286	Hepatocytes	VDR
3287	Hepatocytes	ASGR1
3288	Hepatocytes	ARG1
3289	Hepatocytes	AFP
3290	Hepatocytes	ALB
3291	Hepatocytes	G6PC
3292	Hepatocytes	OTC
3293	Hepatocytes	SERPINA1
3294	Hepatocytes	UGT1A1
3295	Hepatocytes	ZHX2
3296	Hepatocytes	HHEX
3297	Hepatocytes	FOXA3
3298	Hepatocytes	FOXA2
3299	Hepatocytes	FOXA1
3300	Hepatocytes	CYP7A1
3301	Hepatocytes	CYP3A7
3302	Hepatocytes	CYP3A4
3303	Hepatocytes	CYP2E1
3304	Hepatocytes	CYP2D6
3305	Hepatocytes	CYP2C9
3306	Hepatocytes	CYP2C8
3307	Hepatocytes	CYP2C19
3308	Hepatocytes	CYP2B6
3309	Hepatocytes	CYP2A6
3310	Hepatocytes	CYP1A2
3311	Hepatocytes	CEBPA
3312	Hepatocytes	CDH1
3313	Hepatocytes	GPC3
3314	Hepatocytes	AHR
3315	Hepatocytes	CYP1A1
3316	Hepatocytes	NR1I3
3317	Hepatocytes	CPS1
3318	Hepatocytes	GLS2
3319	Hepatocytes	PCK1
3320	Hepatocytes	TAT
3321	Hepatocytes	WT1
3322	Hepatocytes	PRRG4
3323	Hepatocytes	SULT1A1
3324	Hepatocytes	APOH
3325	Hepatocytes	CTNNB1
3326	Hepatocytes	ABCC3
3327	Hepatocytes	FGB
3328	Hepatocytes	AQP3
3329	Hepatocytes	PLSCR1
3330	Hepatocytes	FGA
3331	Hepatocytes	APOB
3332	Hepatocytes	ANG
3333	Hepatocytes	ANXA13
3334	Hepatocytes	SAT2
