	principal component 1	principal component 2	origin
81	-0.46103295380079434	0.40001950765788147	Cholangiocytes
82	-0.9015149180124734	-0.593641094988249	Cholangiocytes
83	-0.381803048198996	-0.24631972248959766	Cholangiocytes
84	0.806302398318187	-0.3497079821835803	Myoblasts
85	-1.021385502438399	-0.8100732703586802	Myoblasts
86	-0.7121522298101218	1.7220604740351262	Myoblasts
87	-0.9847103537926832	-0.5461248988049257	Myoblasts
88	-0.5378431309970044	1.1137147666099076	Myoblasts
89	1.47231988896705	-0.23471481615438655	Myoblasts
90	0.1488463757552553	0.29042718893063324	Sebocytes
91	-0.732421285905853	-0.445992758886462	Sebocytes
92	-0.9346547504237833	-0.8625493079213779	Sebocytes
93	0.01918604338728808	0.5317638673056003	Sebocytes
94	0.01643886556930773	-0.2669844755622214	Nuocytes
95	-0.5659820517600799	-0.1688893120949943	Nuocytes
96	0.17748093289445993	-0.33785296287597066	Nuocytes
97	-0.33491770878709304	-0.3170783773197241	Nuocytes
98	-0.6083679293852178	-1.0482118519474615	Neuroblasts
99	-0.5782225268969575	-0.7210498724202471	Neuroblasts
100	-0.22307442553766005	0.5968947377206867	Neuroblasts
101	1.5414420299655378	-0.23423939556575787	Neuroblasts
102	-0.25796187294827344	0.6022790727935058	Neuroblasts
103	-0.34408296623746865	-0.12332254917021103	Mast-cells
104	-0.6640997188950348	-0.20162427127615296	Mast-cells
105	0.24947441734164802	0.06004732132616379	Mast-cells
106	-0.7066943938495452	-0.3766263105478729	Mast-cells
107	2.2852518679642118	-0.15367881604165634	Basophils
108	-0.559193027323932	1.335735313543732	Basophils
109	2.9654963106202383	-0.011465453505704349	Basophils
110	-0.7455672726265763	-0.39404039949266356	Basophils
111	-0.8205161995311814	-0.03390029920425998	Basophils
112	-0.3087335744854097	0.8226701768181082	Basophils
113	2.1371860634172295	-0.13563664413291396	Melanocytes
114	-0.3253953645130372	1.071430289801229	Melanocytes
115	-0.8360369151491378	-0.5635915378365166	Melanocytes
116	-0.8817003270324401	-0.7844130766327024	Melanocytes
117	-0.5431583382959321	1.3285647125509654	Melanocytes
118	2.576771637034148	-0.011995482025592448	Melanocytes
119	-0.48688354544664775	1.1114153467476102	Platelets
120	-0.388086630487668	-0.6803929195872458	Platelets
121	-0.35366293403856985	0.6408752322397993	Platelets
122	-0.5471360671346966	-0.3266673393242452	Platelets
123	4.033303516728707	0.5177143894281883	Platelets
124	3.2982342092241415	0.6006752109949669	Platelets
125	-0.8393555238633985	-0.9853071396954785	Cardiomyocytes
126	-0.7696560465666696	1.1286521978768451	Cardiomyocytes
127	-0.6332006604541375	1.9871312850313911	Cardiomyocytes
128	-0.8704945472953891	-0.5219906119192944	Cardiomyocytes
129	0.2504806672748946	-0.2536894074447462	Trichocytes
130	-0.33339392362366854	-0.2947900282358058	Trichocytes
131	-0.14495947873373624	-0.38652937629479056	Trichocytes
132	-0.17219230773470837	-0.6033034375930347	Motor-neurons
133	0.21908771090614268	-0.08381251946231733	Motor-neurons
134	0.23356399987418597	-0.38674674642123713	Motor-neurons
135	0.05031311918135451	-0.4969747355931786	Goblet-cells
136	-0.31484800327128115	-0.8266486879474853	Goblet-cells
137	0.022768531919946444	-0.5024143472301628	Goblet-cells
138	-0.7955317763639793	-0.33280925867241373	Endothelial-cells
139	-0.16508950191739644	-0.289161891747108	Endothelial-cells
140	-0.01679249844761126	-0.5201203857056902	Endothelial-cells
141	-1.1435614941041663	-0.20079796393863902	Myofibroblasts
142	-0.9780002143449797	1.1095176005105136	Myofibroblasts
143	-1.22055347128132	-0.5531867986513074	Myofibroblasts
144	-0.8010467895228913	0.8673958490841126	Myofibroblasts
145	-0.6873959044682455	1.4906568501702544	Macrophages
146	3.16284622911374	0.4012524686947032	Macrophages
147	4.208856704157807	0.5769409821431333	Macrophages
148	-0.7079249775046575	1.9119356517629404	Macrophages
149	-0.8809888241348471	-0.07044793169331276	Macrophages
150	-0.8656509473691821	-0.36767813143647055	Macrophages
151	-0.6752141879129784	-0.10023754787102154	Dendritic-cells
152	0.13283168367247605	-0.24559168593889313	Dendritic-cells
153	0.17568008691915138	-0.3918294628618955	Dendritic-cells
154	0.1963000626749867	-0.3785533057918327	Alpha-cells
155	-0.3407476416929866	-0.9343645078717957	Alpha-cells
156	0.09701712708563513	-0.42115650817643585	Alpha-cells
157	-0.391385870650685	-1.2008964898235466	Alpha-cells
158	-0.7545703662739648	0.9344041702990106	Eosinophils
159	-0.581717751164616	-0.5046075791251724	Eosinophils
160	-0.7344209979068033	1.462678843485396	Eosinophils
161	3.0328328414148045	0.04705737562527826	Eosinophils
162	-0.8317089654230994	-0.10348865529125426	Eosinophils
163	2.7464406703497826	0.08351572240432811	Eosinophils
164	1.3200312482065133	-0.28745850090821495	Thymocytes
165	-0.8461155444039081	-0.9583220731641293	Thymocytes
166	-0.5584934715956867	-0.5996913126865677	Thymocytes
167	2.559797842269432	-0.06323734095999184	Thymocytes
168	-0.2786155011556939	1.8809976908581643	Thymocytes
169	-0.4987228177223835	1.069107826328571	Thymocytes
170	0.1534784467634167	-0.4742932904779295	Delta-cells
171	-0.5797582735558584	-1.164546488414646	Delta-cells
172	-0.5013761988324328	-0.9864100680744996	Delta-cells
173	-0.4493686313462539	-0.6624154345162253	Beta-cells
174	-0.49956694696496207	-1.3317564648338147	Beta-cells
175	-0.5072425895620656	-0.9282073994226522	Beta-cells
176	-0.1179096579923681	-0.2597252985859893	Beta-cells
177	0.3374999049407834	0.6226323280685092	Beta-cells
178	0.2615398893153623	1.7285073311060193	Beta-cells
179	-0.44682378258268224	-0.5527501581476939	Tanycytes
180	-0.11745675146924191	-0.0957232949175776	Tanycytes
181	0.18381848563782913	-0.31066168113077075	Tanycytes
182	-0.7025848210803012	-0.5829606851176983	Tanycytes
183	-0.40419844910897695	-0.443273805412194	NK-cells
184	-0.5483454982741345	-0.0598757765207646	NK-cells
185	0.20434619051379685	-0.35386994118910176	NK-cells
186	0.252239258687368	0.3631414785222857	NK-cells
187	-0.8351640219940588	1.45804415490023	Astrocytes
188	-0.9818834595520171	-0.5979361700142104	Astrocytes
189	1.4734590679785524	-0.18794048841200203	Astrocytes
190	-0.7537304846964079	1.237955995247842	Astrocytes
191	-0.9754223160540236	-0.32229927794563845	Astrocytes
192	2.1971234969924813	-0.0008380495268049875	Astrocytes
193	-0.5851775400964538	0.6834165214566967	Pericytes
194	0.8492566187382354	-0.32234504938225933	Pericytes
195	-0.8595988713242553	1.1628101103736699	Pericytes
196	-1.0860665880912852	-0.4192203138389852	Pericytes
197	-1.0109829835186195	-0.18404941900235447	Pericytes
198	-0.7044133811473915	1.33524665941131	Fibroblasts
199	4.195472805458412	0.2857027558177916	Fibroblasts
200	-0.7777845338665342	1.70729554719728	Fibroblasts
201	3.2615851059539738	0.007905593315404764	Fibroblasts
202	-0.9817323115779049	-0.3182508257776527	Fibroblasts
203	-0.8379938520580202	-0.24392615578105153	Fibroblasts
204	0.2705602451887681	0.30318797071525455	Germ-cells
205	-0.17309256756611624	-0.8604094455761446	Germ-cells
206	0.02979438098770788	-0.4156154066536679	Germ-cells
207	-0.1767742028276188	-0.49846712864096704	Germ-cells
208	-0.8945405029171396	-0.8129828914313844	Myocytes
209	0.6945065290985459	-0.3155267463305509	Myocytes
210	-0.3893845125761458	2.170166612882463	Myocytes
211	-0.8358813879636796	-0.43168737735449525	Myocytes
212	-0.9332329036218148	0.6604276247514095	Myocytes
213	1.5822696914117793	-0.21741107697602602	Osteoblasts
214	-1.0550403141386384	1.4164774930888167	Osteoblasts
215	-1.1843995316668103	-0.9615423875357964	Osteoblasts
216	-0.9032959757757018	0.9160451515191881	Osteoblasts
217	1.783698073690225	-0.03307324914677166	Osteoblasts
218	-1.1359107035042297	-0.5828892027757231	Osteoblasts
219	0.3691391103037546	-0.02667210419626279	Basal-cells
220	0.2925166698986429	-0.26266813409251455	Basal-cells
221	2.0101107556163296	-0.1984348341468015	Basal-cells
222	-0.057459577350444616	-0.3486557875061927	Basal-cells
223	3.2368415390202694	0.006909866127033136	Reticulocytes
224	-0.4498002893313703	-0.6115498564600662	Reticulocytes
225	-0.18113468704689797	0.33538377884320836	Reticulocytes
226	2.7864536941047344	0.004930182610674095	Reticulocytes
227	0.045309163797072824	-0.98087284800624	Reticulocytes
228	0.3954624843155303	0.4252839459919289	Reticulocytes
229	0.10114535014397431	-0.4623281309275325	Sertoli-cells
230	0.12115228371567639	-0.5370002864522523	Sertoli-cells
231	-0.20558762290135055	-0.49078564521310863	Sertoli-cells
232	-0.9598608312085456	1.7480013713327651	Microglia
233	-1.0049680541760055	-0.190502581714881	Microglia
234	2.3900345497406	-0.04189719140918148	Microglia
235	-0.3600041800662157	1.3729020127165352	Neurons
236	-0.2502145568843459	-0.9536177322138332	Neurons
237	-0.38323243567805	-0.6495189559308164	Neurons
238	4.241829773142175	0.30786849256595333	Neurons
239	-0.046329955902873664	0.7034209746582083	Neurons
240	1.1181135626589953	-0.389154461981008	Neurons
241	-0.43860082638327125	-0.6819411770117195	Interneurons
242	0.5491007990056587	-0.3750765804095503	Interneurons
243	2.2169273238075418	-0.19046997933931953	Interneurons
244	0.06179086593818469	0.8897908574563688	Interneurons
245	-0.2712004206023024	1.36734974279567	Interneurons
246	-0.36955163752965114	-0.9059155294164062	Interneurons
247	0.15744751665703438	-0.15387330987283662	Granulosa-cells
248	0.17872643982177658	-0.4990621314893904	Granulosa-cells
249	-0.11851184132401685	-0.7427793771555866	Granulosa-cells
250	0.10654980954330505	0.5138750519365939	Spermatocytes
251	-0.498462953801059	-0.9945028605443998	Spermatocytes
252	2.1720277891494004	-0.20259414825586763	Spermatocytes
253	-0.4015266582014251	-1.0996025203311397	Spermatocytes
254	0.16931645446145022	-0.11066637865823993	Spermatocytes
255	-0.6746384976247084	0.9551597132994469	Megakaryocytes
256	-0.9672676022501687	-0.656804815057791	Megakaryocytes
257	-0.9653543577016387	-0.9212404418129356	Megakaryocytes
258	-0.690837868954569	0.09737220377082292	Megakaryocytes
259	2.422326584965406	-0.12923701924485403	Megakaryocytes
260	-0.998101898993725	-1.0746947450576434	Adipocytes
261	-0.7087324568891483	0.8743411291506173	Adipocytes
262	0.9529073885382681	-0.24614532683228588	Adipocytes
263	-0.7484366609521813	1.7631390665743687	Adipocytes
264	0.8584755885819173	-0.21884101547306936	Adipocytes
265	-1.1033989646465068	-0.5970566191400932	Adipocytes
266	-0.9490525986545626	-0.7670325669191419	Osteocytes
267	-0.6062376753002592	0.030912716842767654	Osteocytes
268	-0.5936887932497694	0.8917980971394843	Osteocytes
269	-1.1108167221711744	-0.4835230984571849	Osteocytes
270	2.4669570132063496	0.01971076971776399	Monocytes
271	-0.6820608462827298	1.3770303282437144	Monocytes
272	-0.7621523582503406	-0.1170048552897947	Monocytes
273	-0.8766761792893444	-0.002623912428303263	Monocytes
274	-0.7927382577598133	1.9940698168452535	Monocytes
275	1.4372576252350093	-0.16530855437542538	Monocytes
276	1.235612353374568	-0.16918328913452435	B-cells
277	-0.027296965169034154	1.0582671217451016	B-cells
278	-0.03734820733094953	1.5537977496179347	B-cells
279	-0.38670397479460394	-0.8057040117488281	B-cells
280	-0.19829345768916695	-0.5623934270953304	B-cells
281	-0.5356153570967216	-0.38715591165762986	B-cells
282	-0.0264728368955343	-0.7618820036368978	B-cells
283	1.3271226117181236	-0.25104196576061877	Chondrocytes
284	-0.875713462997481	0.8672971220965857	Chondrocytes
285	-0.9411425515735103	1.6278313705453697	Chondrocytes
286	-1.1107418146093841	-0.9070755613799077	Chondrocytes
287	-1.2397378599036208	-0.43252913581880503	Chondrocytes
