	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	origin
Sertoli-cells	-0.05511857	0.0074647996	-0.060115244	0.046916433	0.009997725	0.06399894	0.07226026	-0.0072427047	0.085601345	-0.108729415	-0.037936732	0.052097574	0.038525153	-0.06800764	-0.08830285	0.045009054	-0.073055945	-0.0715996	-0.024506738	0.042557776	-0.05624117	-0.053632125	0.024698965	0.030211043	-0.08758534	-0.019314714	-0.032409735	-0.0075206826	-0.04556337	-0.05756067	-0.002296837	0.048962753	-0.022497404	0.0011596731	-0.013626911	-0.10794502	0.024863519	-0.016374126	0.026655458	0.039547816	-0.078653194	-0.122105986	0.0072400887	0.016931321	-0.018077374	0.01786203	0.0057210694	-0.09512904	-0.026927881	-0.0316382	0.07210492	-0.1039755	0.04928982	-0.013679083	0.067082666	-0.027711323	0.027408551	0.063812315	-0.0046632704	-0.041484762	0.051217124	-0.018883904	0.028534021	-0.032595776	-0.05198578	-0.046568368	-0.049968768	-0.029509934	-0.03978294	0.021618707	-0.028330648	-0.01420915	0.09291705	0.0332706	0.001407228	-0.025667554	-0.00046361762	0.03346343	0.006222361	0.06795434	0.06350717	-0.025582248	0.0042718747	-0.014563711	0.04529664	0.0005554468	0.06514067	0.012358916	-0.037711382	0.0031850536	-0.021723017	0.12008081	0.02092229	-0.04850493	0.011346251	0.021768939	0.064344	-0.026373226	-0.014734994	0.053849265	-0.0926984	0.039366443	-0.0007420007	-0.013642588	-0.004747581	-0.059249457	-0.022398032	0.08457341	0.06769375	0.013606556	-0.026484625	0.05700974	0.079024345	-0.02058826	0.037082504	-0.0676344	0.0056026424	-0.02948637	0.024854742	-0.050834164	-0.059787676	0.044390574	0.028196381	-0.04970789	-0.0426881	0.05844951	-0.0018585748	0.07620155	0.08872475	-0.06442837	-0.08500599	-0.0037699402	-0.0036542262	0.030881418	0.010498274	-0.09898223	0.026886543	-0.05907543	-0.035424594	0.014509198	-0.0036289175	-0.02137192	0.029257402	-0.026698248	-0.051073894	0.031644095	-0.018283518	0.14077723	0.05943361	-0.025997786	-0.0010258607	0.029340705	0.027096113	0.027407633	0.036471166	0.046958063	-0.06855778	0.044421352	0.06437999	0.050944615	0.023315927	-0.076699086	-0.050363734	0.010721186	0.037586804	0.028392745	-0.056296065	0.02704179	0.051010754	0.018704813	-0.03509525	-0.026572922	0.008595144	-0.09583422	-0.03625203	0.034494743	-0.03420607	-0.022219034	-0.10266026	0.07319604	-0.07921874	0.013352534	-0.1940965	-0.030837517	-0.019510034	-0.00872053	0.028462937	-0.10955543	-0.014465146	0.056918953	0.024882743	-0.036932215	0.05172645	0.007785874	0.018162519	0.02681449	0.0018164696	0.028029008	-0.024705835	-0.01521091	Sertoli-cells
sertoli-cell	-0.07218562	0.08353133	-0.059520848	0.08236033	0.102100074	-0.014955437	0.018267157	-0.08828706	-0.0007036394	0.07471703	-0.1000772	-0.013623235	0.08705066	-0.030435449	0.009232995	-0.100730404	-0.012167202	-0.05554502	0.006695698	0.036080606	0.06412844	-0.037931405	-0.051435586	-0.06747858	0.034752686	0.050392807	0.044253886	0.027546737	-0.041028272	-0.026928596	0.04606305	0.048948903	-0.09886814	0.021832135	0.022292925	-0.08054577	0.00752047	0.008573935	-0.044580124	-0.008272143	-0.050889462	-0.025763016	-0.012917412	-0.011881342	0.011888744	0.00822416	-0.0013438496	-0.03201607	0.046909124	0.034049146	0.04407113	-0.07654111	0.10196141	0.01415382	-0.027622903	0.020339303	0.006288901	-0.070133545	-0.07505967	-0.112200186	-0.017118763	0.028891684	0.13696034	0.0014025541	0.045871004	-0.025477285	-0.019004578	-0.015527844	0.024840618	0.02485488	-0.06792992	0.05735014	0.025444526	0.0108838845	-0.03208266	-0.013070752	0.028169572	0.030836431	0.01644015	-0.022898307	-0.010411932	-0.06782081	0.005075914	-0.066433705	-0.004683214	0.048932232	0.050522193	-0.0050395234	0.0073966435	0.041642677	-0.008027044	0.08315035	0.029521093	0.024512522	-0.03234088	0.04408706	-0.011844608	-0.009018344	-0.063305326	-0.021305915	-0.008909179	-0.07379257	-0.06504262	-0.019229528	-0.031684116	0.024222631	-0.051856846	0.0018650052	0.024748592	0.023975927	-0.06879092	0.016521472	0.114524744	-0.007023031	0.027036296	-0.068657055	0.020062545	-0.02130975	0.044807184	-0.016159208	-0.05703021	-0.021371191	0.09935212	0.041431688	-0.07756011	0.111243375	0.05091746	-0.041073497	0.05057022	-0.07891897	-0.027382957	0.025900517	0.014248859	-0.024445212	-0.009345167	0.054732073	0.050422262	-0.024742255	-0.0311389	0.00059876824	-0.07782319	-0.0052525564	-0.065638684	-0.038245194	-0.014959126	0.028084973	0.009708121	0.07653356	0.118186794	-0.032933887	-0.0057599316	0.05165026	-0.015052868	-0.019777454	-0.031084552	0.023956442	-0.054315705	-0.019062122	0.0639599	-0.0140783265	0.037522938	-0.07940841	-0.0977807	0.03596407	0.048900094	0.018361388	-0.046497438	-0.0022940333	-0.047653284	-0.10951244	-0.037454803	-0.038295526	-0.0002326215	0.008891131	-0.12577951	0.0049485783	0.027494796	0.018391846	0.0054275775	0.06141044	-0.0241038	0.034925796	-0.11906866	-0.04092641	-0.020538745	0.034759853	0.010147435	-0.07849136	0.056471065	-0.026073428	0.010144405	0.008821191	0.039855942	-0.024138298	-0.048926987	0.042040408	-0.031472486	-0.0015974292	-0.030598478	-0.014616543	Sertoli-cells
Sertoli-cell	-0.36565652	-0.087455116	-0.3158722	0.34501806	0.35479864	-0.17637923	0.1729498	-0.34049523	0.19351673	-0.13259295	-0.3204991	-0.16065471	0.3847218	0.14004081	-0.001708959	-0.21458551	-0.0053426186	-0.14281486	-0.025410363	-0.111430965	0.14420691	0.07241945	-0.080942765	-0.09390882	0.10353889	0.01618473	-0.28662774	0.1892679	-0.14532971	-0.032818727	0.14830914	-0.059830133	-0.35062194	0.35785502	-0.11783846	-0.39303872	0.015467189	-0.05649307	-0.115561	-0.109713025	-0.024611246	-0.045983594	0.07326078	0.13429198	-0.037258234	0.03583372	-0.17269602	0.009050755	-0.10738306	-0.076041915	0.13015993	-0.22686052	0.31629643	0.09546295	0.17600489	-0.135283	0.13894387	0.06829681	-0.08366391	-0.2504955	-0.010552344	-0.004159703	0.454116	0.124481544	-0.081238605	-0.24463409	-0.06966587	-0.19323812	-0.12576236	0.088726185	-0.11145249	0.10871059	0.134676	0.24819449	0.036957566	-0.12301191	-0.033069447	0.1687173	0.09354828	-0.05807546	0.06679328	-0.013083625	0.054329567	-0.20442253	0.07885882	0.09083178	0.18473464	0.13296983	-0.10324681	0.025213664	-0.024724817	0.48348993	-0.03975114	0.11276545	-0.09943334	0.050098557	-0.08362135	-0.06940674	-0.34355465	-0.10224292	-0.29268694	-0.04669001	-0.24668944	-0.05083158	0.097823	-0.18710089	-0.03474088	0.04133086	0.09747372	0.073264085	-0.11878988	0.18077642	0.22991924	-0.07703413	0.08117615	-0.067286514	0.2850789	0.043155428	-0.12063965	-0.21406129	-0.074773274	-0.0976758	0.4285365	0.061689112	-0.26959035	0.11098937	0.4765848	0.21899329	0.16261794	-0.31515378	0.02625469	-0.036953416	-0.07588599	0.026002172	0.07429018	-0.085580476	0.00031602016	-0.0555115	-0.09046883	-0.121187665	-0.075770214	-0.09835376	-0.15252848	-0.12875743	-0.18190427	0.07500907	0.28193408	0.4372182	0.34662053	-0.09572609	-0.1889699	0.18520722	-0.22240528	-0.24256009	-0.08508539	-0.083383866	-0.39601034	-0.023265459	0.07536714	0.1405908	-0.002966766	-0.11966102	-0.38973913	0.15105817	0.03461279	0.16860259	-0.075456575	0.03511787	0.030389642	-0.31941295	-0.28629744	-0.17045203	-0.08131142	0.086414084	-0.24234971	0.0163686	-0.20702554	0.042983275	0.11540894	0.1398732	0.018591838	-0.0742834	-0.4170952	-0.07883047	-0.15119778	0.2028679	0.1955414	-0.33506092	0.13643894	0.018527886	0.07200844	0.10725706	0.40397263	0.075921655	-0.07064562	0.058496665	-0.16704977	0.1734229	0.046430886	-0.28495154	Sertoli-cells
Microglia	-0.3550188	0.4294583	-0.10790055	0.29741248	0.2564687	0.19119449	0.2251073	0.38168767	0.3001438	-0.031746432	-0.18195496	0.048219066	0.17299333	0.42788777	-0.08928396	0.066719495	-0.0064920997	-0.0820194	-0.38600263	0.26027086	0.085845634	-0.025408769	-0.048784424	0.087942645	-0.3357243	-0.54590034	-0.0073809177	0.16231526	-0.37285012	0.099694945	0.19379991	0.08090008	0.1592522	0.061705045	-0.4918065	0.068526216	0.46765298	-0.16894703	-0.038460687	-0.06386162	0.71161616	-0.46133262	-0.03855948	-0.09960495	0.1218123	-0.17692587	-0.2512586	-0.32016984	-0.22340167	-0.08079188	-0.4371562	0.1545312	0.040100206	-0.31545156	0.26153252	0.24605954	0.040877637	0.2119863	-0.16329047	-0.14694236	0.037808713	-0.26555005	-0.13890266	0.10944697	0.34943703	0.0006894058	-0.15930347	0.06265283	0.056083422	-0.08425107	-0.008182015	0.0009373295	0.35860696	-0.1834175	0.6345026	-0.027371984	-0.85800964	0.15634961	0.15157574	0.37413478	0.049236305	-0.011866387	0.106113434	-0.13090356	0.3021919	0.42460048	-0.42181975	0.14336137	-0.1394199	0.009895725	0.285121	0.25563863	-0.001373162	0.023636365	-0.17233312	-0.121037744	0.1919534	-0.111314386	-0.04559215	-0.09049115	0.016936937	-0.13303995	0.35744447	0.36187294	-0.06106944	0.1809033	0.07039383	-0.5920786	0.009229105	0.11951215	0.26498714	0.15339437	0.1549335	0.45772755	0.16180995	-0.12589975	-0.12762994	-0.15136898	0.3717091	-0.13487278	-0.3806485	-0.09715224	-0.09245328	-0.08718561	-0.20630415	0.5518642	0.13879487	-0.19432968	0.086911805	0.25983357	0.36211368	0.4137379	-0.24232969	0.37758005	-0.16387318	-0.06716682	0.011992703	-0.110770054	0.24663875	0.029848922	-0.122493856	0.063271955	0.24474034	0.059067372	-0.0316006	0.13605401	-0.127608	-0.015253954	-0.4574371	-0.20628396	-0.5078907	0.17341094	-0.18974066	0.18848456	0.34945947	-0.27199233	-0.6262841	0.3435054	-0.32430473	0.19437	-0.23343745	0.24956436	0.1080995	-0.23074825	0.39236322	-0.47161174	-0.04019246	0.20097406	0.35328782	0.21943367	-0.2709765	0.27783358	0.38941997	-0.37354633	-0.20553741	0.28196588	-0.16092366	0.0559077	0.11966076	-0.1702048	0.049798355	-0.1539695	-0.072776295	0.058700558	-0.05674941	0.2450282	0.23995501	0.22416598	0.066200174	-0.4268595	0.065341145	0.14945802	0.24112806	0.34639412	0.38034922	0.37171295	-0.18311518	0.45014608	0.14063855	-0.1039866	Microglia
microglia	-0.48077416	0.47128087	0.08472146	0.16995853	-0.025714295	0.38848752	0.33440953	0.2892233	0.31964615	-0.1359368	-0.118122086	0.11338627	0.38167518	0.061923712	-0.1412178	0.35851803	-0.2292101	-0.14012171	-0.15975796	0.41742745	-0.008367095	0.057917338	-0.19052123	-0.16174926	-0.28185198	-0.43588388	0.073452204	-0.2598896	-0.17399992	0.16299374	0.059015792	0.07267427	-0.030085249	-0.06485296	-0.035280857	-0.32882375	0.4348262	0.21609479	-0.40009427	-0.21421117	0.5095358	-0.32531366	0.008255116	-0.14138623	0.2541302	-0.15140669	-0.18329173	-0.27255574	0.12780707	0.013397363	-0.34820712	0.15473406	0.12746798	-0.09358447	-0.1362113	0.25269318	0.30370855	0.12245648	-0.22332731	-0.045147907	0.32479852	-0.14347553	-0.06381657	-0.009307926	0.34668142	-0.042758435	-0.19323781	0.13448685	-0.042512894	-0.19140348	-0.17188002	-0.054602798	0.13638437	0.047318827	0.27778777	0.073455684	-0.5556944	0.21128944	0.14308967	0.40673617	0.03891874	-0.02917326	0.025478799	0.17800644	0.17163888	0.53708893	-0.34635425	-0.020358808	0.2228522	-0.0063430048	0.09274316	0.04281345	-0.15715282	-0.24959457	0.18087995	0.019515067	0.063838646	0.03333415	0.16233549	-0.16454111	-0.1805631	-0.07392093	0.109493576	0.40151292	0.18261121	0.23273812	-0.036181398	-0.070648074	0.25181288	0.23512909	-0.029340902	0.024752166	0.10365669	0.32791227	0.048010673	-0.020076288	0.15652779	-0.07506471	0.25117582	-0.011815212	-0.35691944	0.016393375	0.18675563	-0.097540796	0.06161794	0.313385	0.05499078	-0.1312559	0.12243535	-0.06741703	0.23700894	0.2371295	0.041259218	-0.11391714	-0.13215554	-0.13616857	-0.21177824	-0.2777738	0.18287744	0.22261861	-0.18529347	0.3904176	-0.016382437	0.19351548	-0.1725139	0.086789794	-0.029292297	-0.30071524	-0.135676	-0.1352829	-0.31483728	-0.031627547	0.015548632	0.3385731	0.19707899	-0.32999647	-0.59989715	0.29490513	-0.10167219	0.057223037	-0.044231504	0.26302922	0.12310808	-0.09768239	0.35443413	-0.48169836	0.0027512223	0.13748395	-0.104641795	0.11248985	-0.30430377	-0.10236856	0.11451244	-0.20857482	-0.13525662	0.30585685	-0.028549068	0.043910492	0.0057669748	0.034739874	0.056698706	-0.24797225	-0.18968788	0.048141435	-0.08914643	0.27420807	-0.17789283	0.18431014	0.3944009	-0.021875056	-0.13859802	0.015461647	0.17294943	0.43487564	0.14310771	0.093758315	-0.061205007	0.44184765	0.16436373	-0.13496941	Microglia
MICROGLIA	0.10925356	0.10120473	-0.03341991	-0.18614328	-0.3792965	-0.11258245	-0.25304174	-0.14514814	0.019064438	-0.26520392	-0.095634826	0.0010843324	-0.1694384	0.22297788	0.14858437	0.25633582	-0.05000294	-0.14537433	-0.13849214	-0.092910215	0.03610993	-0.198123	0.2731422	-0.024438515	0.167975	-0.21155494	-0.15436317	0.22492516	0.12700894	-0.22390366	0.17659065	-0.007876444	0.38759828	0.4869634	-0.28136694	0.20001476	-0.18589582	0.17619973	0.01265437	0.18363318	-0.19698341	0.024156462	0.2745531	0.27406397	-0.02592805	0.33347833	-0.03910934	0.0019485459	0.26930127	0.22861847	-0.19130607	-0.017903576	0.092942014	-0.07886055	-0.3770419	-0.07993192	-0.20802936	0.2561884	-0.27826336	0.1281183	-0.13631149	-0.15963806	-0.14445186	0.20552704	-0.19418107	-0.29573494	-0.26847205	-0.31996992	-0.09784255	0.24830042	-0.23719543	-0.18160987	0.035316996	0.042748116	0.39090043	0.21693532	-0.18862754	-0.2584437	0.2760635	0.1457986	-0.10195083	0.067929894	0.115077324	-0.25281844	0.028453983	0.20440814	-0.23567674	0.07794506	-0.22038367	0.052008964	0.090632305	0.15698782	-0.35595682	0.17290662	-0.05509471	-0.001293698	-0.17979364	0.09746146	0.07247158	0.011581074	-0.23563914	0.044641744	-0.21742384	0.03177293	-0.11013566	-0.124516875	0.344305	-0.3905364	0.050514106	0.036452718	0.062678725	0.08435908	0.09276019	-0.052753806	-0.03401153	0.22735673	-0.054363646	0.025889907	-0.1688027	-0.06349658	0.36918163	-0.106486514	0.14383711	-0.36449444	0.082290396	-0.00093682215	-0.14807433	0.19171551	-0.025898052	0.4310018	-0.11475392	0.08743551	-0.21041311	-0.325605	-0.104775965	-0.028084122	0.05294427	-0.17351447	-0.33241746	0.25803435	0.030053293	-0.40295678	0.0772975	-0.33018818	-0.07477504	-0.15392989	0.14757499	0.22912063	0.07812507	-0.0077376724	0.07934866	0.13873658	0.011893018	0.27992263	-0.22548302	0.18060604	0.08823318	0.1780317	0.026278298	-0.18896975	0.09603187	0.27861327	0.13632683	-0.03724899	0.0020685154	0.16468461	0.015180787	-0.14624834	-0.05107016	-0.367835	-0.21529041	-0.083313696	0.056671362	-0.05823174	0.19312006	-0.11542099	0.04053594	0.28228924	-0.22181071	0.09492264	-0.11101473	-0.3953056	-0.077553734	0.13254826	0.38663188	0.059871823	-0.41011253	-0.24956512	-0.08878382	-0.06129803	-0.107698955	-0.05283346	0.113474265	-0.2866837	-0.087483324	0.5038967	-0.07280504	-0.2786235	0.13623768	-0.087271705	Microglia
Paneth-cell	0.0037032545	0.059460845	-0.08641884	0.032879796	0.018502058	0.06613741	-0.06422314	-0.07789449	0.02113999	-0.05086843	-0.067526445	-0.09094022	0.096517265	-0.059319835	-0.038594387	-0.026097694	-0.009937992	-0.10823589	-0.07344932	0.100487344	0.00022912343	-0.06673498	-0.007045777	-0.044535045	-0.07029716	-0.08307289	-0.0075264988	0.11242871	0.036496986	-0.1848117	0.06954604	-0.15413822	-0.11816477	0.0454416	0.0028365143	-0.11804664	-0.0066862646	-0.07758134	0.10037119	-0.0029928568	0.009513258	-0.14987381	-0.01976602	-0.013255399	0.05968105	-0.016028423	-0.022406125	-0.039044168	-0.045820907	-0.025259314	0.06564977	-0.0897527	0.06049564	0.06894977	-0.07427234	-0.06898424	0.013823261	-0.064372495	-0.0010835687	0.04565494	-0.058868993	-0.08127984	0.1159217	-0.051568415	-0.0026587471	-0.0416643	0.015477389	0.1612817	0.050170965	-0.11178299	-0.13908392	0.058564432	-0.078778125	0.0405979	-0.0402591	-0.011745377	-0.020534916	-0.013640087	0.112922005	-0.13861364	0.12586889	-0.070798695	0.01281568	-0.064190626	0.07399693	0.08179246	-0.025537526	-0.042961538	-0.056255728	-0.052821185	0.029055167	0.08293321	0.15035497	-0.07993056	-0.12346673	-0.12290763	-0.03773335	0.112564504	-0.022232268	-0.044340577	-0.016076796	0.033033013	-0.12863213	-0.04038947	-0.027256032	0.022180567	-0.03003013	0.13020174	0.039496373	-0.08270789	0.006157857	0.038666945	0.013546624	0.13800795	0.05825085	-0.13816613	0.13768035	0.05404937	-0.12226264	-0.07675353	-0.055296905	0.08146507	0.10121222	-0.049754415	0.080943175	0.12802596	0.113164715	0.05954456	-0.07737447	-0.18323176	0.031917263	0.12402552	0.019308522	0.0050734477	0.076374255	0.06073707	0.080779456	-0.09560223	0.015568237	0.047385696	-0.04322592	-0.058204617	0.09886902	-0.029210838	0.055840157	0.07109674	0.100689605	0.122231536	0.107399	0.017175665	-0.10325152	0.12191831	-0.06186979	0.08688656	-0.05511522	-0.04085579	-0.096428454	-0.02617958	0.007467581	-0.0032015045	0.08128804	-0.08914046	-0.049390063	0.040457245	0.1111002	-0.1175173	-0.11906569	-0.027465235	0.11297039	0.0897315	-0.04063595	-0.07138361	-0.03621067	-0.12599373	-0.14934105	-0.0012461568	0.08926062	0.02908608	0.020353055	-0.059708137	-0.099637195	-0.12825935	-0.16680224	-0.032936614	-0.0047994526	-0.013082622	-0.04746656	-0.08387998	0.12881163	0.00069361075	0.07625014	-0.04313385	0.16379078	0.059583586	0.04602465	-0.056199513	-0.038627323	0.14116968	-0.027274001	0.07815623	Paneth-cells
pyramidal-cell	-0.10555161	0.075080395	-0.108487934	-0.027530363	0.030666944	-0.06200822	0.09395431	-0.08947806	0.046641022	-0.14104137	0.024164058	-0.024513843	0.29019773	-0.22758295	0.048488095	0.029240336	-0.25304922	0.015842386	-0.27297458	-0.008011002	0.12582622	0.045625996	-0.03708961	-0.102260984	-0.081898086	-0.12377054	-0.23066126	0.064789526	0.04039923	0.08970314	0.1283789	-0.015881546	-0.011916662	0.19988462	-0.18907198	-0.07224314	-0.0078052348	0.0974968	-0.17228882	-0.084207	0.08086652	-0.20580183	-0.036005147	-0.006156653	0.04607216	0.004812688	0.09659344	0.0019514633	-0.05790224	-0.0038759199	0.047560442	-0.09229149	-0.06131008	0.16323347	-0.040725235	-0.060104076	0.18096714	-0.014739356	-0.009492441	0.19472058	-0.0214702	0.107401654	-0.08192157	-0.028513713	0.107198805	0.03306358	-0.038220573	-0.041590102	-0.032500852	0.17174439	0.0014158845	-0.03568669	-0.010749741	0.021019716	-0.037515048	-0.13878243	-0.18766296	0.00944379	0.17785768	0.12054093	0.09108098	-0.08083187	-0.028985607	-0.15554783	-0.14121369	0.11245023	0.00491139	0.2017429	0.14697029	0.12556916	0.008223825	-0.045467254	0.0064825406	-0.16628005	-0.044663273	0.1653937	-0.08243951	-0.15698174	0.11009839	-0.043426596	-0.08278524	-0.13584761	0.107231714	0.060001202	0.03073254	-0.11542619	0.06299133	-0.06745839	0.022927372	0.047276698	-0.16808714	-0.072968066	-0.087735	-0.007304495	0.0814863	-0.08089722	0.048708133	0.04937924	-0.047341034	-0.24197294	0.17219341	-0.13390444	-0.046069898	-0.12957005	-0.009356995	0.0697168	0.08466847	-0.08408906	-0.061387803	-0.05410635	0.04932089	-0.04649938	-0.019657621	-0.060718384	-0.06825572	0.011262097	0.23840277	-0.0052509126	-0.17444514	0.17598778	0.1319079	0.1570807	0.25662854	-0.13238657	0.12094501	-0.02180821	0.004813269	-0.061232198	0.14366633	-0.15988015	-0.042732004	0.065380044	-0.33481467	0.018498499	0.031954	-0.0073213903	-0.26801783	0.11104912	0.12033604	0.037529003	-0.001549499	-0.07617743	-0.09434975	0.042875532	0.01226253	-0.056557827	0.0025795847	0.05705525	-0.12925369	0.09433685	0.13256916	0.13681176	0.0059096417	-0.17708407	0.09013146	-0.12082883	-0.039669115	-0.1684933	0.13553964	-0.08793455	-0.14549553	0.031186692	0.036680155	-0.017943185	0.089439236	-0.026451362	0.14058462	0.14749281	-0.052828282	0.03144888	0.017575385	0.0034340322	-0.06491153	-0.061699014	0.082527965	-0.00425303	-0.062246274	-0.068445966	0.086547226	0.18075883	Pyramidal-cells
Schwann-cells	0.002536856	0.07675932	-0.044613782	0.005745111	0.108612105	0.029978396	-0.016956106	-0.048857108	0.05635323	-0.09110797	-0.011363684	0.037446287	0.078815654	-0.043784343	-0.033391744	-0.005599104	-0.054044556	-0.050199173	-0.15307209	0.05166877	-0.058844186	0.06693617	-0.05450869	0.03988676	-0.06001776	-0.068750486	-0.016103588	0.061096925	-0.053282835	-0.033169895	-0.002438773	-0.0027423098	0.049156945	0.08420673	-0.037598677	-0.025535865	-0.0031896094	-0.021552542	-0.017137788	-0.07985172	0.076997094	-0.077351265	-0.07741682	0.018658426	0.0013143881	0.018722013	0.032494355	0.0010373339	0.02332387	-0.037462644	-0.10818049	0.009851804	-0.026371611	0.07713813	-0.00929033	0.038305532	0.072244845	-0.045953877	0.049906857	0.07560316	-0.04155231	-0.029554408	0.02771799	0.08838673	0.03895712	-0.07461302	-0.036407836	-0.0137576135	-0.014633263	0.052228563	-0.018908517	0.040506747	0.06721499	0.00917437	-0.045029335	-0.038151287	-0.03279752	0.16850616	0.035047174	-0.027456705	0.055947203	-0.016180897	-0.004180798	-0.023331085	0.006177584	0.067870595	0.03964513	0.13359861	0.0232861	0.0630671	0.05428069	0.022687346	-0.069155924	1.3860408e-05	0.016586479	-0.007142638	0.020546861	-0.015234618	0.08165569	0.06756586	-0.08358496	-0.00933525	0.03945508	0.074045435	0.08842644	0.03238897	-0.011177295	-0.016624823	0.060035817	0.00918768	0.010108296	0.05032487	0.075212836	0.008168665	0.027568152	-0.07096945	0.023821663	0.0048032124	-0.00808747	0.0086966	-0.06891215	0.016994543	0.020027682	0.07447542	0.013603992	0.11110129	0.018935982	0.070908494	-0.060906712	0.029255573	-0.03855792	-0.07778787	0.004860452	0.028724633	-0.044636935	-0.05262534	-0.050313976	-0.08377088	-0.07760819	-0.050026193	-0.025918845	-0.06542199	0.0660398	-0.00084221945	-0.053729836	0.0021866956	-0.032631926	0.046620086	-0.027515942	-0.028331723	-0.016913744	0.018408876	-0.088637546	-0.0009678606	0.00045077468	0.04652592	-0.08300305	0.09075868	-0.009042465	0.038791053	-0.06517337	-0.04039576	-0.08186912	-0.06800305	-0.07849918	-0.018255914	-0.050220843	0.006226098	-0.057956874	-0.10433214	0.025471047	-0.061325975	-0.046338465	0.0032235617	-0.033483367	0.08263309	-0.024202801	-0.035384294	0.0035586648	-0.052678477	-0.029485779	-0.028557248	-0.080378994	-0.045652248	0.010900764	0.005352045	-0.07449743	-0.02881561	-0.029852157	0.06721783	-0.03727975	0.033853445	0.10123737	0.022856478	0.027036542	-0.06317439	-0.0105534755	-0.04893502	0.01395637	0.048523176	Schwann-cells
Schwann-cell	-0.19769408	-0.05111576	-0.22861767	-0.0013524025	0.40292183	0.39439058	0.02002547	0.007352344	-0.026108334	-0.09881211	-0.30863336	-0.27742952	0.36889726	-0.1448895	0.023000712	-0.12637575	0.037664726	0.10834483	-0.32834542	-0.18042679	-0.2720408	0.27534047	0.13239986	-0.048850846	-0.074786335	-0.29535192	-0.11480711	0.20103481	0.1340807	0.114947155	-0.09209388	-0.024029346	-0.1611063	0.21933253	-0.32102156	-0.37046418	0.04589263	-0.05362461	-0.062110815	-0.39251924	0.19289169	-0.28946054	-0.17274356	-0.1573207	0.15737927	-0.11229564	-0.054275088	-0.095834374	-0.038811382	-0.32142866	0.025361774	-0.24512976	0.032713115	0.24704534	0.110854186	0.045776922	0.2179818	-0.5094676	-0.023071289	-0.028883912	0.021163613	-0.14085941	0.22305928	-0.07524274	0.33578357	-0.3155116	-0.120999	0.025734289	0.36372432	0.039842114	-0.23917937	0.11091799	0.28538898	-0.07663667	-0.010195493	-0.08471068	-0.34045562	0.40032187	0.51334417	-0.08837141	0.20350045	0.27605	-0.071867146	-0.035501316	-0.060776796	-0.083700866	0.1540734	0.21555161	-0.15137725	-0.1222019	0.001180074	-0.073928066	-0.11214226	-0.046543423	-0.17465015	-0.124351464	-0.13120292	0.14584701	-0.08844765	0.17616646	-0.23128241	0.14784886	0.08507228	-0.10020715	-0.23783255	0.1001239	0.015484788	0.13094069	0.1585884	0.013639458	-0.02510201	0.31328624	0.39285967	0.19942728	0.14539735	-0.24468903	0.09663128	0.16417208	0.41645458	0.00911605	0.18954186	-0.13191661	0.0573766	0.041914616	0.16070546	0.552626	-0.095008686	0.38166198	-0.024733795	0.11820757	-0.06460128	0.056663238	0.14539601	0.17640573	-0.27976498	-0.40681335	-0.1464469	-0.15064158	-0.120725915	0.18677709	0.18300262	0.04671943	0.28936547	0.27386662	-0.16817859	-0.120097965	0.13172938	0.38645992	0.09747345	0.0014232309	-0.15156363	-0.078255884	-0.32440707	-0.12235118	0.0011204242	-0.19445032	-0.3185513	0.2288119	-0.14030305	0.103222474	-0.03442794	-0.29745197	-0.2203096	-0.22286764	-0.3261543	-0.07739763	-0.23424812	0.13954698	-0.042034604	-0.35946703	0.107136935	-0.047079623	-0.3968357	-0.08241176	-0.35146123	0.19923887	-0.17966709	-0.14907885	0.1856031	-0.29053026	0.013078404	-0.17510915	-0.3120962	-0.040952854	0.10556186	0.11157284	-0.28576654	-0.15075266	-0.09706636	-0.06864928	-0.05239302	0.07949759	0.4821866	0.08012531	0.036911562	-0.25753218	-0.057588596	0.10762814	0.31856427	9.337033e-05	Schwann-cells
